Sample in Buffer,Sample in Window,TRIGGER,adc_data[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED
29173,29173,0,22774
29174,29174,0,23293
29175,29175,0,23849
29176,29176,0,24392
29177,29177,0,24934
29178,29178,0,25554
29179,29179,0,26155
29180,29180,0,26793
29181,29181,0,27422
29182,29182,0,28114
29183,29183,0,28763
29184,29184,0,29458
29185,29185,0,30119
29186,29186,0,30827
29187,29187,0,31561
29188,29188,0,32213
29189,29189,0,32921
29190,29190,0,33622
29191,29191,0,34376
29192,29192,0,35023
29193,29193,0,35762
29194,29194,0,36453
29195,29195,0,37088
29196,29196,0,37771
29197,29197,0,38415
29198,29198,0,39057
29199,29199,0,39693
29200,29200,0,40282
29201,29201,0,40872
29202,29202,0,41435
29203,29203,0,41998
29204,29204,0,42521
29205,29205,0,42989
29206,29206,0,43493
29207,29207,0,43905
29208,29208,0,44309
29209,29209,0,44710
29210,29210,0,45094
29211,29211,0,45384
29212,29212,0,45676
29213,29213,0,45958
29214,29214,0,46173
29215,29215,0,46407
29216,29216,0,46558
29217,29217,0,46642
29218,29218,0,46763
29219,29219,0,46820
29220,29220,0,46827
29221,29221,0,46807
29222,29222,0,46743
29223,29223,0,46651
29224,29224,0,46563
29225,29225,0,46381
29226,29226,0,46194
29227,29227,0,45990
29228,29228,0,45678
29229,29229,0,45392
29230,29230,0,45110
29231,29231,0,44723
29232,29232,0,44375
29233,29233,0,43953
29234,29234,0,43480
29235,29235,0,43021
29236,29236,0,42506
29237,29237,0,41998
29238,29238,0,41459
29239,29239,0,40918
29240,29240,0,40336
29241,29241,0,39706
29242,29242,0,39065
29243,29243,0,38423
29244,29244,0,37818
29245,29245,0,37147
29246,29246,0,36454
29247,29247,0,35735
29248,29248,0,35063
29249,29249,0,34339
29250,29250,0,33670
29251,29251,0,32989
29252,29252,0,32266
29253,29253,0,31561
29254,29254,0,30864
29255,29255,0,30129
29256,29256,0,29467
29257,29257,0,28771
29258,29258,0,28127
29259,29259,0,27431
29260,29260,0,26787
29261,29261,0,26193
29262,29262,0,25576
29263,29263,0,24962
29264,29264,0,24422
29265,29265,0,23848
29266,29266,0,23306
29267,29267,0,22814
29268,29268,0,22295
29269,29269,0,21848
29270,29270,0,21433
29271,29271,0,21008
29272,29272,0,20630
29273,29273,0,20267
29274,29274,0,19993
29275,29275,0,19724
29276,29276,0,19488
29277,29277,0,19294
29278,29278,0,19093
29279,29279,0,18950
29280,29280,0,18820
29281,29281,0,18799
29282,29282,0,18763
29283,29283,0,18722
29284,29284,0,18803
29285,29285,0,18850
29286,29286,0,18939
29287,29287,0,19058
29288,29288,0,19254
29289,29289,0,19472
29290,29290,0,19702
29291,29291,0,19988
29292,29292,0,20269
29293,29293,0,20597
29294,29294,0,20983
29295,29295,0,21420
29296,29296,0,21811
29297,29297,0,22319
29298,29298,0,22761
29299,29299,0,23270
29300,29300,0,23808
29301,29301,0,24409
29302,29302,0,24975
29303,29303,0,25521
29304,29304,0,26131
29305,29305,0,26825
29306,29306,0,27455
29307,29307,0,28066
29308,29308,0,28754
29309,29309,0,29441
29310,29310,0,30164
29311,29311,0,30842
29312,29312,0,31527
29313,29313,0,32237
29314,29314,0,32953
29315,29315,0,33632
29316,29316,0,34329
29317,29317,0,35063
29318,29318,0,35735
29319,29319,0,36403
29320,29320,0,37111
29321,29321,0,37744
29322,29322,0,38441
29323,29323,0,39065
29324,29324,0,39703
29325,29325,0,40258
29326,29326,0,40857
29327,29327,0,41434
29328,29328,0,41953
29329,29329,0,42496
29330,29330,0,42993
29331,29331,0,43462
29332,29332,0,43879
29333,29333,0,44311
29334,29334,0,44729
29335,29335,0,45064
29336,29336,0,45376
29337,29337,0,45718
29338,29338,0,45943
29339,29339,0,46146
29340,29340,0,46388
29341,29341,0,46515
29342,29342,0,46629
29343,29343,0,46753
29344,29344,0,46793
29345,29345,0,46816
29346,29346,0,46818
29347,29347,0,46737
29348,29348,0,46666
29349,29349,0,46526
29350,29350,0,46401
29351,29351,0,46169
29352,29352,0,45969
29353,29353,0,45689
29354,29354,0,45429
29355,29355,0,45091
29356,29356,0,44711
29357,29357,0,44321
29358,29358,0,43937
29359,29359,0,43479
29360,29360,0,42990
29361,29361,0,42516
29362,29362,0,42030
29363,29363,0,41465
29364,29364,0,40914
29365,29365,0,40285
29366,29366,0,39725
29367,29367,0,39092
29368,29368,0,38445
29369,29369,0,37770
29370,29370,0,37110
29371,29371,0,36463
29372,29372,0,35779
29373,29373,0,35056
29374,29374,0,34349
29375,29375,0,33668
29376,29376,0,32919
29377,29377,0,32229
29378,29378,0,31538
29379,29379,0,30874
29380,29380,0,30159
29381,29381,0,29486
29382,29382,0,28763
29383,29383,0,28116
29384,29384,0,27433
29385,29385,0,26796
29386,29386,0,26174
29387,29387,0,25545
29388,29388,0,24948
29389,29389,0,24377
29390,29390,0,23815
29391,29391,0,23315
29392,29392,0,22771
29393,29393,0,22299
29394,29394,0,21820
29395,29395,0,21425
29396,29396,0,20991
29397,29397,0,20660
29398,29398,0,20276
29399,29399,0,19986
29400,29400,0,19753
29401,29401,0,19471
29402,29402,0,19296
29403,29403,0,19068
29404,29404,0,18945
29405,29405,0,18822
29406,29406,0,18766
29407,29407,0,18753
29408,29408,0,18715
29409,29409,0,18749
29410,29410,0,18811
29411,29411,0,18939
29412,29412,0,19103
29413,29413,0,19232
29414,29414,0,19486
29415,29415,0,19742
29416,29416,0,20012
29417,29417,0,20300
29418,29418,0,20606
29419,29419,0,20979
29420,29420,0,21401
29421,29421,0,21853
29422,29422,0,22291
29423,29423,0,22772
29424,29424,0,23258
29425,29425,0,23823
29426,29426,0,24388
29427,29427,0,24925
29428,29428,0,25528
29429,29429,0,26182
29430,29430,0,26795
29431,29431,0,27437
29432,29432,0,28065
29433,29433,0,28742
29434,29434,0,29456
29435,29435,0,30136
29436,29436,0,30853
29437,29437,0,31534
29438,29438,0,32241
29439,29439,0,32927
29440,29440,0,33620
29441,29441,0,34372
29442,29442,0,35059
29443,29443,0,35721
29444,29444,0,36399
29445,29445,0,37087
29446,29446,0,37763
29447,29447,0,38449
29448,29448,0,39057
29449,29449,0,39673
29450,29450,0,40300
29451,29451,0,40859
29452,29452,0,41426
29453,29453,0,41991
29454,29454,0,42499
29455,29455,0,42989
29456,29456,0,43485
29457,29457,0,43905
29458,29458,0,44335
29459,29459,0,44697
29460,29460,0,45093
29461,29461,0,45374
29462,29462,0,45703
29463,29463,0,45935
29464,29464,0,46169
29465,29465,0,46343
29466,29466,0,46515
29467,29467,0,46661
29468,29468,0,46717
29469,29469,0,46804
29470,29470,0,46794
29471,29471,0,46782
29472,29472,0,46751
29473,29473,0,46630
29474,29474,0,46566
29475,29475,0,46394
29476,29476,0,46188
29477,29477,0,45947
29478,29478,0,45717
29479,29479,0,45435
29480,29480,0,45077
29481,29481,0,44750
29482,29482,0,44326
29483,29483,0,43944
29484,29484,0,43482
29485,29485,0,42993
29486,29486,0,42512
29487,29487,0,42025
29488,29488,0,41455
29489,29489,0,40902
29490,29490,0,40327
29491,29491,0,39721
29492,29492,0,39091
29493,29493,0,38432
29494,29494,0,37817
29495,29495,0,37138
29496,29496,0,36434
29497,29497,0,35738
29498,29498,0,35067
29499,29499,0,34333
29500,29500,0,33664
29501,29501,0,32983
29502,29502,0,32280
29503,29503,0,31563
29504,29504,0,30878
29505,29505,0,30178
29506,29506,0,29465
29507,29507,0,28780
29508,29508,0,28144
29509,29509,0,27425
29510,29510,0,26809
29511,29511,0,26188
29512,29512,0,25555
29513,29513,0,24950
29514,29514,0,24392
29515,29515,0,23814
29516,29516,0,23276
29517,29517,0,22784
29518,29518,0,22283
29519,29519,0,21877
29520,29520,0,21408
29521,29521,0,21037
29522,29522,0,20668
29523,29523,0,20299
29524,29524,0,19971
29525,29525,0,19715
29526,29526,0,19502
29527,29527,0,19293
29528,29528,0,19069
29529,29529,0,18903
29530,29530,0,18834
29531,29531,0,18785
29532,29532,0,18715
29533,29533,0,18702
29534,29534,0,18790
29535,29535,0,18853
29536,29536,0,18971
29537,29537,0,19115
29538,29538,0,19274
29539,29539,0,19436
29540,29540,0,19747
29541,29541,0,19982
29542,29542,0,20272
29543,29543,0,20628
29544,29544,0,21010
29545,29545,0,21392
29546,29546,0,21852
29547,29547,0,22271
29548,29548,0,22780
29549,29549,0,23291
29550,29550,0,23842
29551,29551,0,24383
29552,29552,0,24954
29553,29553,0,25508
29554,29554,0,26124
29555,29555,0,26758
29556,29556,0,27415
29557,29557,0,28065
29558,29558,0,28779
29559,29559,0,29421
29560,29560,0,30157
29561,29561,0,30827
29562,29562,0,31555
29563,29563,0,32216
29564,29564,0,32912
29565,29565,0,33667
29566,29566,0,34316
29567,29567,0,35068
29568,29568,0,35710
29569,29569,0,36444
29570,29570,0,37114
29571,29571,0,37794
29572,29572,0,38394
29573,29573,0,39028
29574,29574,0,39656
29575,29575,0,40293
29576,29576,0,40875
29577,29577,0,41453
29578,29578,0,41961
29579,29579,0,42499
29580,29580,0,43026
29581,29581,0,43492
29582,29582,0,43902
29583,29583,0,44325
29584,29584,0,44726
29585,29585,0,45050
29586,29586,0,45401
29587,29587,0,45705
29588,29588,0,45948
29589,29589,0,46153
29590,29590,0,46372
29591,29591,0,46522
29592,29592,0,46634
29593,29593,0,46725
29594,29594,0,46778
29595,29595,0,46829
29596,29596,0,46810
29597,29597,0,46731
29598,29598,0,46665
29599,29599,0,46561
29600,29600,0,46388
29601,29601,0,46178
29602,29602,0,45936
29603,29603,0,45688
29604,29604,0,45426
29605,29605,0,45112
29606,29606,0,44748
29607,29607,0,44331
29608,29608,0,43953
29609,29609,0,43454
29610,29610,0,43042
29611,29611,0,42518
29612,29612,0,42000
29613,29613,0,41442
29614,29614,0,40915
29615,29615,0,40320
29616,29616,0,39685
29617,29617,0,39090
29618,29618,0,38426
29619,29619,0,37795
29620,29620,0,37107
29621,29621,0,36445
29622,29622,0,35736
29623,29623,0,35055
29624,29624,0,34375
29625,29625,0,33653
29626,29626,0,32954
29627,29627,0,32228
29628,29628,0,31531
29629,29629,0,30837
29630,29630,0,30140
29631,29631,0,29466
29632,29632,0,28771
29633,29633,0,28093
29634,29634,0,27463
29635,29635,0,26773
29636,29636,0,26159
29637,29637,0,25553
29638,29638,0,24971
29639,29639,0,24370
29640,29640,0,23830
29641,29641,0,23285
29642,29642,0,22800
29643,29643,0,22293
29644,29644,0,21869
29645,29645,0,21423
29646,29646,0,21049
29647,29647,0,20670
29648,29648,0,20294
29649,29649,0,19982
29650,29650,0,19754
29651,29651,0,19499
29652,29652,0,19290
29653,29653,0,19107
29654,29654,0,18938
29655,29655,0,18852
29656,29656,0,18766
29657,29657,0,18746
29658,29658,0,18717
29659,29659,0,18779
29660,29660,0,18866
29661,29661,0,18935
29662,29662,0,19070
29663,29663,0,19239
29664,29664,0,19444
29665,29665,0,19704
29666,29666,0,20016
29667,29667,0,20315
29668,29668,0,20618
29669,29669,0,20993
29670,29670,0,21377
29671,29671,0,21819
29672,29672,0,22303
29673,29673,0,22787
29674,29674,0,23281
29675,29675,0,23782
29676,29676,0,24379
29677,29677,0,24939
29678,29678,0,25517
29679,29679,0,26166
29680,29680,0,26778
29681,29681,0,27434
29682,29682,0,28110
29683,29683,0,28753
29684,29684,0,29419
29685,29685,0,30159
29686,29686,0,30823
29687,29687,0,31566
29688,29688,0,32229
29689,29689,0,32958
29690,29690,0,33642
29691,29691,0,34364
29692,29692,0,35050
29693,29693,0,35737
29694,29694,0,36451
29695,29695,0,37098
29696,29696,0,37769
29697,29697,0,38443
29698,29698,0,39075
29699,29699,0,39711
29700,29700,0,40312
29701,29701,0,40873
29702,29702,0,41444
29703,29703,0,41963
29704,29704,0,42497
29705,29705,0,43031
29706,29706,0,43450
29707,29707,0,43902
29708,29708,0,44330
29709,29709,0,44728
29710,29710,0,45104
29711,29711,0,45408
29712,29712,0,45659
29713,29713,0,45944
29714,29714,0,46191
29715,29715,0,46361
29716,29716,0,46551
29717,29717,0,46669
29718,29718,0,46766
29719,29719,0,46821
29720,29720,0,46801
29721,29721,0,46804
29722,29722,0,46746
29723,29723,0,46661
29724,29724,0,46504
29725,29725,0,46383
29726,29726,0,46197
29727,29727,0,45946
29728,29728,0,45691
29729,29729,0,45378
29730,29730,0,45112
29731,29731,0,44698
29732,29732,0,44362
29733,29733,0,43919
29734,29734,0,43488
29735,29735,0,42973
29736,29736,0,42515
29737,29737,0,41973
29738,29738,0,41429
29739,29739,0,40912
29740,29740,0,40331
29741,29741,0,39669
29742,29742,0,39083
29743,29743,0,38411
29744,29744,0,37790
29745,29745,0,37144
29746,29746,0,36465
29747,29747,0,35756
29748,29748,0,35063
29749,29749,0,34393
29750,29750,0,33685
29751,29751,0,32953
29752,29752,0,32280
29753,29753,0,31556
29754,29754,0,30824
29755,29755,0,30140
29756,29756,0,29460
29757,29757,0,28797
29758,29758,0,28084
29759,29759,0,27487
29760,29760,0,26810
29761,29761,0,26204
29762,29762,0,25567
29763,29763,0,24944
29764,29764,0,24370
29765,29765,0,23862
29766,29766,0,23266
29767,29767,0,22805
29768,29768,0,22264
29769,29769,0,21839
29770,29770,0,21402
29771,29771,0,21041
29772,29772,0,20604
29773,29773,0,20302
29774,29774,0,20013
29775,29775,0,19724
29776,29776,0,19476
29777,29777,0,19249
29778,29778,0,19067
29779,29779,0,18953
29780,29780,0,18860
29781,29781,0,18743
29782,29782,0,18755
29783,29783,0,18746
29784,29784,0,18775
29785,29785,0,18864
29786,29786,0,18935
29787,29787,0,19054
29788,29788,0,19232
29789,29789,0,19494
29790,29790,0,19736
29791,29791,0,19999
29792,29792,0,20285
29793,29793,0,20607
29794,29794,0,20979
29795,29795,0,21419
29796,29796,0,21837
29797,29797,0,22289
29798,29798,0,22779
29799,29799,0,23264
29800,29800,0,23806
29801,29801,0,24370
29802,29802,0,24967
29803,29803,0,25550
29804,29804,0,26148
29805,29805,0,26775
29806,29806,0,27415
29807,29807,0,28115
29808,29808,0,28735
29809,29809,0,29457
29810,29810,0,30124
29811,29811,0,30847
29812,29812,0,31506
29813,29813,0,32233
29814,29814,0,32954
29815,29815,0,33649
29816,29816,0,34377
29817,29817,0,35026
29818,29818,0,35738
29819,29819,0,36450
29820,29820,0,37088
29821,29821,0,37751
29822,29822,0,38436
29823,29823,0,39046
29824,29824,0,39674
29825,29825,0,40270
29826,29826,0,40902
29827,29827,0,41448
29828,29828,0,41955
29829,29829,0,42499
29830,29830,0,42981
29831,29831,0,43485
29832,29832,0,43926
29833,29833,0,44335
29834,29834,0,44751
29835,29835,0,45047
29836,29836,0,45425
29837,29837,0,45691
29838,29838,0,45945
29839,29839,0,46194
29840,29840,0,46385
29841,29841,0,46527
29842,29842,0,46651
29843,29843,0,46757
29844,29844,0,46828
29845,29845,0,46801
29846,29846,0,46823
29847,29847,0,46719
29848,29848,0,46647
29849,29849,0,46551
29850,29850,0,46368
29851,29851,0,46215
29852,29852,0,45931
29853,29853,0,45719
29854,29854,0,45411
29855,29855,0,45086
29856,29856,0,44742
29857,29857,0,44365
29858,29858,0,43918
29859,29859,0,43464
29860,29860,0,42997
29861,29861,0,42540
29862,29862,0,41984
29863,29863,0,41445
29864,29864,0,40906
29865,29865,0,40330
29866,29866,0,39679
29867,29867,0,39067
29868,29868,0,38435
29869,29869,0,37777
29870,29870,0,37096
29871,29871,0,36417
29872,29872,0,35747
29873,29873,0,35058
29874,29874,0,34381
29875,29875,0,33671
29876,29876,0,32973
29877,29877,0,32250
29878,29878,0,31554
29879,29879,0,30855
29880,29880,0,30139
29881,29881,0,29494
29882,29882,0,28797
29883,29883,0,28072
29884,29884,0,27457
29885,29885,0,26823
29886,29886,0,26164
29887,29887,0,25564
29888,29888,0,24937
29889,29889,0,24383
29890,29890,0,23829
29891,29891,0,23276
29892,29892,0,22773
29893,29893,0,22290
29894,29894,0,21839
29895,29895,0,21395
29896,29896,0,21029
29897,29897,0,20625
29898,29898,0,20281
29899,29899,0,19971
29900,29900,0,19731
29901,29901,0,19489
29902,29902,0,19276
29903,29903,0,19062
29904,29904,0,18969
29905,29905,0,18839
29906,29906,0,18802
29907,29907,0,18767
29908,29908,0,18720
29909,29909,0,18780
29910,29910,0,18864
29911,29911,0,18951
29912,29912,0,19107
29913,29913,0,19238
29914,29914,0,19453
29915,29915,0,19728
29916,29916,0,19957
29917,29917,0,20305
29918,29918,0,20641
29919,29919,0,21013
29920,29920,0,21409
29921,29921,0,21853
29922,29922,0,22286
29923,29923,0,22781
29924,29924,0,23295
29925,29925,0,23796
29926,29926,0,24389
29927,29927,0,24970
29928,29928,0,25546
29929,29929,0,26153
29930,29930,0,26784
29931,29931,0,27419
29932,29932,0,28107
29933,29933,0,28730
29934,29934,0,29440
29935,29935,0,30114
29936,29936,0,30804
29937,29937,0,31515
29938,29938,0,32245
29939,29939,0,32943
29940,29940,0,33651
29941,29941,0,34378
29942,29942,0,35035
29943,29943,0,35714
29944,29944,0,36448
29945,29945,0,37131
29946,29946,0,37764
29947,29947,0,38439
29948,29948,0,39039
29949,29949,0,39703
29950,29950,0,40288
29951,29951,0,40862
29952,29952,0,41415
29953,29953,0,41982
29954,29954,0,42497
29955,29955,0,42966
29956,29956,0,43457
29957,29957,0,43899
29958,29958,0,44341
29959,29959,0,44749
29960,29960,0,45099
29961,29961,0,45407
29962,29962,0,45673
29963,29963,0,45954
29964,29964,0,46199
29965,29965,0,46344
29966,29966,0,46551
29967,29967,0,46653
29968,29968,0,46782
29969,29969,0,46826
29970,29970,0,46835
29971,29971,0,46810
29972,29972,0,46772
29973,29973,0,46667
29974,29974,0,46571
29975,29975,0,46376
29976,29976,0,46207
29977,29977,0,45987
29978,29978,0,45725
29979,29979,0,45385
29980,29980,0,45080
29981,29981,0,44728
29982,29982,0,44337
29983,29983,0,43934
29984,29984,0,43473
29985,29985,0,43053
29986,29986,0,42534
29987,29987,0,41990
29988,29988,0,41484
29989,29989,0,40914
29990,29990,0,40327
29991,29991,0,39697
29992,29992,0,39066
29993,29993,0,38420
29994,29994,0,37781
29995,29995,0,37112
29996,29996,0,36425
29997,29997,0,35738
29998,29998,0,35082
29999,29999,0,34324
30000,30000,0,33638
30001,30001,0,32969
30002,30002,0,32235
30003,30003,0,31563
30004,30004,0,30825
30005,30005,0,30172
30006,30006,0,29483
30007,30007,0,28783
30008,30008,0,28114
30009,30009,0,27426
30010,30010,0,26822
30011,30011,0,26174
30012,30012,0,25576
30013,30013,0,24970
30014,30014,0,24352
30015,30015,0,23843
30016,30016,0,23288
30017,30017,0,22760
30018,30018,0,22285
30019,30019,0,21819
30020,30020,0,21443
30021,30021,0,21043
30022,30022,0,20640
30023,30023,0,20315
30024,30024,0,20017
30025,30025,0,19704
30026,30026,0,19464
30027,30027,0,19301
30028,30028,0,19092
30029,30029,0,18967
30030,30030,0,18832
30031,30031,0,18745
30032,30032,0,18734
30033,30033,0,18721
30034,30034,0,18738
30035,30035,0,18846
30036,30036,0,18934
30037,30037,0,19094
30038,30038,0,19225
30039,30039,0,19470
30040,30040,0,19708
30041,30041,0,19973
30042,30042,0,20303
30043,30043,0,20650
30044,30044,0,21021
30045,30045,0,21412
30046,30046,0,21836
30047,30047,0,22303
30048,30048,0,22783
30049,30049,0,23269
30050,30050,0,23795
30051,30051,0,24389
30052,30052,0,24979
30053,30053,0,25521
30054,30054,0,26178
30055,30055,0,26795
30056,30056,0,27427
30057,30057,0,28076
30058,30058,0,28787
30059,30059,0,29449
30060,30060,0,30152
30061,30061,0,30860
30062,30062,0,31550
30063,30063,0,32211
30064,30064,0,32927
30065,30065,0,33657
30066,30066,0,34379
30067,30067,0,35068
30068,30068,0,35760
30069,30069,0,36428
30070,30070,0,37135
30071,30071,0,37785
30072,30072,0,38414
30073,30073,0,39045
30074,30074,0,39662
30075,30075,0,40320
30076,30076,0,40894
30077,30077,0,41460
30078,30078,0,41961
30079,30079,0,42504
30080,30080,0,43006
30081,30081,0,43484
30082,30082,0,43915
30083,30083,0,44327
30084,30084,0,44720
30085,30085,0,45109
30086,30086,0,45417
30087,30087,0,45671
30088,30088,0,45947
30089,30089,0,46189
30090,30090,0,46347
30091,30091,0,46530
30092,30092,0,46674
30093,30093,0,46726
30094,30094,0,46807
30095,30095,0,46815
30096,30096,0,46803
30097,30097,0,46728
30098,30098,0,46640
30099,30099,0,46551
30100,30100,0,46370
30101,30101,0,46216
30102,30102,0,45982
30103,30103,0,45722
30104,30104,0,45382
30105,30105,0,45084
30106,30106,0,44753
30107,30107,0,44368
30108,30108,0,43940
30109,30109,0,43483
30110,30110,0,43000
30111,30111,0,42522
30112,30112,0,41979
30113,30113,0,41473
30114,30114,0,40873
30115,30115,0,40305
30116,30116,0,39710
30117,30117,0,39088
30118,30118,0,38433
30119,30119,0,37766
30120,30120,0,37138
30121,30121,0,36400
30122,30122,0,35727
30123,30123,0,35064
30124,30124,0,34363
30125,30125,0,33680
30126,30126,0,32943
30127,30127,0,32270
30128,30128,0,31575
30129,30129,0,30843
30130,30130,0,30158
30131,30131,0,29474
30132,30132,0,28801
30133,30133,0,28111
30134,30134,0,27438
30135,30135,0,26819
30136,30136,0,26166
30137,30137,0,25526
30138,30138,0,24950
30139,30139,0,24379
30140,30140,0,23828
30141,30141,0,23321
30142,30142,0,22778
30143,30143,0,22320
30144,30144,0,21833
30145,30145,0,21399
30146,30146,0,21005
30147,30147,0,20621
30148,30148,0,20319
30149,30149,0,20012
30150,30150,0,19742
30151,30151,0,19458
30152,30152,0,19250
30153,30153,0,19088
30154,30154,0,18933
30155,30155,0,18827
30156,30156,0,18798
30157,30157,0,18725
30158,30158,0,18739
30159,30159,0,18757
30160,30160,0,18859
30161,30161,0,18958
30162,30162,0,19048
30163,30163,0,19269
30164,30164,0,19501
30165,30165,0,19734
30166,30166,0,19965
30167,30167,0,20314
30168,30168,0,20663
30169,30169,0,21023
30170,30170,0,21398
30171,30171,0,21844
30172,30172,0,22317
30173,30173,0,22763
30174,30174,0,23240
30175,30175,0,23795
30176,30176,0,24351
30177,30177,0,24957
30178,30178,0,25535
30179,30179,0,26137
30180,30180,0,26820
30181,30181,0,27455
30182,30182,0,28080
30183,30183,0,28766
30184,30184,0,29443
30185,30185,0,30145
30186,30186,0,30859
30187,30187,0,31547
30188,30188,0,32266
30189,30189,0,32925
30190,30190,0,33664
30191,30191,0,34363
30192,30192,0,35055
30193,30193,0,35754
30194,30194,0,36433
30195,30195,0,37094
30196,30196,0,37775
30197,30197,0,38401
30198,30198,0,39061
30199,30199,0,39706
30200,30200,0,40276
30201,30201,0,40876
30202,30202,0,41430
30203,30203,0,41988
30204,30204,0,42532
30205,30205,0,43020
30206,30206,0,43438
30207,30207,0,43901
30208,30208,0,44324
30209,30209,0,44715
30210,30210,0,45064
30211,30211,0,45413
30212,30212,0,45697
30213,30213,0,45946
30214,30214,0,46151
30215,30215,0,46376
30216,30216,0,46556
30217,30217,0,46629
30218,30218,0,46742
30219,30219,0,46798
30220,30220,0,46823
30221,30221,0,46776
30222,30222,0,46750
30223,30223,0,46661
30224,30224,0,46560
30225,30225,0,46397
30226,30226,0,46206
30227,30227,0,45949
30228,30228,0,45685
30229,30229,0,45399
30230,30230,0,45105
30231,30231,0,44755
30232,30232,0,44343
30233,30233,0,43958
30234,30234,0,43496
30235,30235,0,43021
30236,30236,0,42507
30237,30237,0,41975
30238,30238,0,41485
30239,30239,0,40904
30240,30240,0,40331
30241,30241,0,39713
30242,30242,0,39099
30243,30243,0,38434
30244,30244,0,37776
30245,30245,0,37117
30246,30246,0,36450
30247,30247,0,35787
30248,30248,0,35054
30249,30249,0,34373
30250,30250,0,33679
30251,30251,0,32966
30252,30252,0,32235
30253,30253,0,31545
30254,30254,0,30828
30255,30255,0,30175
30256,30256,0,29472
30257,30257,0,28808
30258,30258,0,28099
30259,30259,0,27451
30260,30260,0,26809
30261,30261,0,26196
30262,30262,0,25576
30263,30263,0,24980
30264,30264,0,24411
30265,30265,0,23839
30266,30266,0,23269
30267,30267,0,22792
30268,30268,0,22284
30269,30269,0,21809
30270,30270,0,21426
30271,30271,0,21027
30272,30272,0,20625
30273,30273,0,20272
30274,30274,0,20010
30275,30275,0,19750
30276,30276,0,19471
30277,30277,0,19261
30278,30278,0,19096
30279,30279,0,18956
30280,30280,0,18851
30281,30281,0,18784
30282,30282,0,18724
30283,30283,0,18724
30284,30284,0,18736
30285,30285,0,18861
30286,30286,0,18932
30287,30287,0,19086
30288,30288,0,19248
30289,30289,0,19485
30290,30290,0,19694
30291,30291,0,20003
30292,30292,0,20312
30293,30293,0,20648
30294,30294,0,20971
30295,30295,0,21396
30296,30296,0,21814
30297,30297,0,22326
30298,30298,0,22755
30299,30299,0,23254
30300,30300,0,23816
30301,30301,0,24392
30302,30302,0,24968
30303,30303,0,25546
30304,30304,0,26155
30305,30305,0,26781
30306,30306,0,27443
30307,30307,0,28077
30308,30308,0,28793
30309,30309,0,29465
30310,30310,0,30131
30311,30311,0,30799
30312,30312,0,31524
30313,30313,0,32255
30314,30314,0,32940
30315,30315,0,33641
30316,30316,0,34369
30317,30317,0,35053
30318,30318,0,35718
30319,30319,0,36395
30320,30320,0,37077
30321,30321,0,37796
30322,30322,0,38407
30323,30323,0,39051
30324,30324,0,39672
30325,30325,0,40327
30326,30326,0,40877
30327,30327,0,41427
30328,30328,0,41985
30329,30329,0,42483
30330,30330,0,43013
30331,30331,0,43472
30332,30332,0,43891
30333,30333,0,44312
30334,30334,0,44694
30335,30335,0,45061
30336,30336,0,45372
30337,30337,0,45707
30338,30338,0,45959
30339,30339,0,46197
30340,30340,0,46344
30341,30341,0,46534
30342,30342,0,46672
30343,30343,0,46766
30344,30344,0,46795
30345,30345,0,46846
30346,30346,0,46812
30347,30347,0,46720
30348,30348,0,46645
30349,30349,0,46528
30350,30350,0,46402
30351,30351,0,46217
30352,30352,0,45980
30353,30353,0,45714
30354,30354,0,45438
30355,30355,0,45080
30356,30356,0,44700
30357,30357,0,44349
30358,30358,0,43940
30359,30359,0,43476
30360,30360,0,43017
30361,30361,0,42522
30362,30362,0,42029
30363,30363,0,41460
30364,30364,0,40912
30365,30365,0,40319
30366,30366,0,39725
30367,30367,0,39081
30368,30368,0,38455
30369,30369,0,37781
30370,30370,0,37134
30371,30371,0,36437
30372,30372,0,35744
30373,30373,0,35023
30374,30374,0,34340
30375,30375,0,33660
30376,30376,0,32928
30377,30377,0,32270
30378,30378,0,31519
30379,30379,0,30832
30380,30380,0,30123
30381,30381,0,29437
30382,30382,0,28802
30383,30383,0,28103
30384,30384,0,27460
30385,30385,0,26762
30386,30386,0,26155
30387,30387,0,25569
30388,30388,0,24951
30389,30389,0,24391
30390,30390,0,23816
30391,30391,0,23314
30392,30392,0,22765
30393,30393,0,22295
30394,30394,0,21840
30395,30395,0,21391
30396,30396,0,21003
30397,30397,0,20626
30398,30398,0,20328
30399,30399,0,19963
30400,30400,0,19753
30401,30401,0,19471
30402,30402,0,19287
30403,30403,0,19078
30404,30404,0,18986
30405,30405,0,18846
30406,30406,0,18758
30407,30407,0,18728
30408,30408,0,18703
30409,30409,0,18785
30410,30410,0,18853
30411,30411,0,18931
30412,30412,0,19087
30413,30413,0,19268
30414,30414,0,19483
30415,30415,0,19704
30416,30416,0,19977
30417,30417,0,20331
30418,30418,0,20615
30419,30419,0,21033
30420,30420,0,21416
30421,30421,0,21862
30422,30422,0,22317
30423,30423,0,22770
30424,30424,0,23260
30425,30425,0,23830
30426,30426,0,24389
30427,30427,0,24958
30428,30428,0,25519
30429,30429,0,26169
30430,30430,0,26810
30431,30431,0,27445
30432,30432,0,28107
30433,30433,0,28788
30434,30434,0,29477
30435,30435,0,30150
30436,30436,0,30844
30437,30437,0,31537
30438,30438,0,32225
